Road Name,Carriageway Start Name,Carriageway End Name,Description (location of traffic count),Direction,Count Start Date,5 Day ADT,7 Day ADT,Saturday Volume,Sunday Volume,AM Peak Volume,AM Peak Hour,Mid Peak Volume,Mid Peak Hour,PM Peak Volume,PM Peak Hour,Car,LCV,MCV,HCV-I,HCV-II,HCV Total
MAY RD (MT ROSKILL),MARION AVE,RICHARDSON RD,E1754166  N5913253,Both,2018/8/21,7815,7496,7146,6253,420,,586,,962,,94%,0%,1%,2%,0%,3%
MAY RD (MT ROSKILL),ROMA RD,GLYNN ST,E1754371  N5913542,Both,2018/8/21,7933,7686,7535,6598,414,,624,,980,,97%,0%,1%,1%,0%,2%
MEMORIAL AVE,MT ROSKILL RD,MAY RD,E1754955  N5914187,Both,2018/8/21,2752,2609,2569,1933,449,,359,,354,,98%,0%,2%,0%,0%,2%
SUNSET RD (EAST),LAVERY PL,EAST COAST RD,E1755310  N5931810,Both,2018/11/6,15427,13982,11466,9274,1749,,1233,,1745,,96%,1%,2%,1%,0%,2%
TAMAKI DR,KITEMOANA ST,HAPIMANA ST (SUMP RHS),E1762015  N5920639,Both,2018/12/6,18759,19176,21487,18947,1470,,1583,,1639,,91%,0%,2%,2%,0%,5%
HIBISCUS COAST HWAY (SDALE - NTHBND) (HC1),,WAINUI RD NTH OF TR ISL,E1750471  N5946520,Both,2018/12/23,15292,15334,15120,15762,957,,1603,,1512,,90%,2%,4%,2%,0%,7%
HIBISCUS COAST HWAY (SDALE - NTHBND) (HC1),1 TO 2 LANES,WGP RD NORTH TRAFFIC ISLAND,E1749692  N5945878,Both,2018/12/23,17766,17983,17736,19314,1399,,1894,,1815,,89%,3%,2%,3%,1%,6%
HIBISCUS COAST HWAY (SDALE - NTHBND) (HC2),,WAINUI RD NTH OF TR ISL,E1750471  N5946520,Both,2018/12/28,14834,14843,15120,14611,931,,1613,,1533,,89%,2%,5%,2%,1%,7%
HIBISCUS COAST HWAY (SDALE - NTHBND) (HC2),1 TO 2 LANES,WGP RD NORTH TRAFFIC ISLAND,E1749692  N5945878,Both,2018/12/30,17477,17668,19493,16796,1148,,2015,,1805,,89%,3%,2%,3%,1%,6%
HIBISCUS COAST HWAY (SDALE - NTHBND) (HC3),,WAINUI RD NTH OF TR ISL,E1750471  N5946520,Both,2019/1/9,19371,18664,18516,15277,1038,,1827,,2315,,87%,2%,6%,2%,1%,9%
HIBISCUS COAST HWAY (SDALE - NTHBND) (HC3),1 TO 2 LANES,WGP RD NORTH TRAFFIC ISLAND,E1749692  N5945878,Both,2019/1/6,22549,21543,21107,16944,1260,,2057,,2371,,87%,3%,3%,4%,1%,8%
SANDSPIT RD (SANDSPIT) (HC1),VIPONDS CULVERT,HAMILTON RD,E1749423  N5971140,Both,2018/12/22,7250,7358,7927,7329,728,,795,,712,,93%,2%,4%,0%,0%,4%
SANDSPIT RD (SANDSPIT) (HC2),VIPONDS CULVERT,HAMILTON RD,E1749423  N5971140,Both,2018/12/29,7173,7258,7715,7223,671,,788,,682,,92%,2%,5%,0%,0%,5%
SANDSPIT RD (SANDSPIT) (HC3),VIPONDS CULVERT,HAMILTON RD,E1749423  N5971140,Both,2019/1/5,8421,7955,7720,5860,679,,756,,749,,90%,2%,6%,1%,0%,6%
BEACH RD (EC BAYS),ARGYLE RD,ANZAC RD,E1755654  N5934951,Both,2018/12/7,16436,15772,14812,13409,1371,,1272,,1320,,96%,1%,2%,1%,0%,3%
BEACH RD (EC BAYS),BAYVIEW RD,CARLISLE RD,E1755833  N5935674,Both,2018/12/8,19228,18730,18118,16850,1488,,1520,,1680,,94%,0%,2%,2%,0%,4%
BEACH RD (EC BAYS),BROWNS BAY RD SOUTH,BROWNS BAY RD NORTH,E1755456  N5934240,Both,2018/12/7,22739,21885,20505,18993,1752,,1748,,1905,,96%,1%,2%,1%,0%,3%
BEACH RD (EC BAYS),INVERNESS RD,BUTE RD,E1755678  N5935305,Both,2018/12/8,15244,14851,14557,13184,1212,,1230,,1222,,95%,0%,3%,1%,0%,4%
BEACH RD (EC BAYS),PHILSON TCE,ARGYLE RD,E1755557  N5934625,Both,2018/12/7,15964,15274,14224,12875,1292,,1230,,1293,,96%,1%,2%,1%,0%,3%
BROWNS BAY RD (WEST),EAST COAST RD,KNIGHTS RD,E1755107  N5933616,Both,2018/11/21,19629,18484,16825,14419,1330,,1510,,1682,,97%,1%,2%,1%,0%,2%
BROWNS BAY RD (WEST),KNIGHTS RD,BEACH RD,E1755195  N5933766,Both,2018/11/21,16047,15056,13660,11493,1090,,1263,,1386,,97%,0%,1%,1%,0%,2%
COATESVILLE RIVERHEAD HIGHWAY,MAHOENUI VALLEY RD,RURAL-URBAN,E1746353  N5935246,Both,2018/11/21,7760,7001,5571,4632,806,,590,,808,,92%,2%,3%,2%,1%,6%
GLENCOE RD,BEACH RD,NIGEL RD,E1755545  N5935131,Both,2018/11/22,9646,9164,8378,7535,928,,703,,889,,97%,0%,2%,1%,0%,2%
GLENVAR RD,BEACH RD,WATEA RD,E1756232  N5937831,Both,2018/11/22,1293,1195,829,1070,134,,113,,132,,96%,1%,1%,1%,0%,2%
GLENVAR RD,END OF K&C LHS,FITZWILLIAM DR,E1754037  N5937194,Both,2018/11/22,7274,6671,5389,4936,742,,498,,728,,93%,1%,3%,2%,0%,6%
GLENVAR RD,FITZWILLIAM DR,END OF K&C LHS,E1753835  N5936942,Both,2018/11/22,10600,9911,8511,7867,920,,729,,1021,,95%,1%,2%,1%,0%,3%
GREVILLE RD,HUGH GREEN DR,MOTORWAY INTERSECTION,E1753691  N5933472,Both,2018/11/20,20866,19919,18397,16704,1396,,1590,,1864,,93%,1%,3%,2%,0%,5%
PINE VALLEY RD,DAIRY FLAT HIGHWAY,OLD PINE VALLEY RD,E1748101  N5945356,Both,2018/11/23,7149,6552,5446,4674,650,,555,,599,,83%,2%,11%,2%,1%,14%
PINE VALLEY RD,POYNTER LANE,KAHIKATEA FLAT RD,E1745091  N5944735,Both,2018/11/23,6324,5807,4829,4201,601,,493,,506,,91%,2%,2%,3%,1%,6%
SUNNYNOOK RD (EAST),BECROFT DR,WEST ABUTMENT MWAY O-BRIDGE,E1755243  N5930207,Both,2018/11/21,16329,15653,14722,13201,1257,,1396,,1566,,97%,0%,1%,1%,0%,2%
TRISTRAM AVE (EAST),RAINES AVE,BECROFT DR (UNCONNECTED),E1755792  N5929118,Both,2018/11/20,20317,19996,20000,18383,1270,,1531,,1737,,96%,1%,2%,1%,0%,3%
FAIRDENE AVE,STEPHEN AVE,EDWARDS AVE,E1744966  N5918801,Both,2019/3/6,3462,3089,2324,1986,517,,232,,440,,98%,0%,1%,0%,0%,1%
HARRINGTON RD,HARRY WARD PL,ASCOT AVE,E1744366  N5919498,Both,2019/3/6,1733,1568,1240,1069,243,,102,,235,,98%,0%,1%,0%,0%,1%
HARRINGTON RD,ZODIAC ST,MILDMAY RD,E1744047  N5919468,Both,2019/3/6,763,733,707,609,56,,53,,100,,96%,0%,1%,1%,0%,2%
KINGDALE RD,POMARIA RD,KINGDALE RD EXTN,E1744886  N5919555,Both,2019/3/6,583,570,542,536,59,,50,,62,,95%,0%,3%,1%,0%,3%
LARISSA AVE,MILDMAY RD,VANDEN PL,E1744421  N5919384,Both,2019/3/6,685,642,558,509,110,,48,,71,,95%,0%,3%,1%,0%,4%
LARNOCH RD,TANGO PL,LARISSA AVE,E1744102  N5919111,Both,2019/3/6,7211,6570,5356,4582,777,,459,,651,,94%,0%,4%,1%,0%,5%
LONGBURN RD,POMARIA RD,RATHGAR RD,E1744717  N5919409,Both,2019/3/6,532,466,304,296,79,,49,,72,,97%,0%,2%,0%,0%,2%
MILDMAY RD,HARRINGTON RD (AT TEE),LARISSA AVE,E1744155  N5919269,Both,2019/3/6,309,294,247,269,35,,38,1330,62,,96%,0%,2%,0%,0%,2%
PINEDALE PL,FAIRDENE AVE,CUL-DE-SAC,E1744737  N5918490,Both,2019/3/6,1067,874,385,395,342,,75,1330,256,,95%,0%,3%,0%,0%,3%
POMARIA RD,KINGDALE RD,LONGBURN RD,E1744748  N5919250,Both,2019/3/6,7596,6994,5854,5125,756,,535,1330,830,,95%,0%,3%,1%,0%,3%
STEPHEN AVE,POMARIA RD,KONA CRES (NORTH),E1745090  N5919052,Both,2019/3/6,952,828,547,485,184,,91,1330,223,,97%,0%,2%,0%,0%,2%
AWHITU CENTRAL RD,AWHITU RD (SIGN LHS),KEMP RD,E1744263  N5894797,Both,2019/2/19,123,121,115,117,12,715,19,,18,,85%,5%,9%,1%,0%,10%
AWHITU RD,GORDON RD,TE TORO RD,E1749289  N5882806,Both,2019/2/15,2549,2553,2679,2443,243,715,254,,254,,84%,4%,12%,0%,0%,12%
AWHITU RD,MAYHEAD RD,RIDGELEY RD,E1750882  N5878981,Both,2019/2/15,3823,3708,3641,3204,394,715,325,,348,,89%,3%,7%,0%,0%,7%
AWHITU RD,TE TORO RD,KOHEKOHE-KARIOITAHI RD,E1748574  N5883657,Both,2019/2/15,1865,1896,2063,1885,176,715,204,,200,,88%,3%,8%,0%,0%,8%
AWHITU RD,TINDALL RD,KEMP RD,E1742903  N5891094,Both,2019/2/19,2464,2416,2216,2378,0,645,0,1130,0,1615,90%,4%,6%,0%,0%,7%
BIG BAY RD,GRAHAMS BEACH RD,TEAROE RD (POWERPOLE RHS),E1746681  N5897538,Both,2019/2/19,203,199,171,210,20,645,37,1315,24,1615,85%,6%,8%,1%,1%,9%
BOILER GULLY RD,ORUA BAY RD,MANUKAU HEADS RD,E1742988  N5896497,Both,2019/2/19,60,62,57,81,9,630,13,1315,14,1615,83%,3%,13%,0%,0%,13%
BOUNDARY RD (WAIPIPI),KOHEKOHE-KARIOITAHI RD,AWHITU RD,E1750195  N5879532,Both,2019/2/15,125,120,120,94,14,745,14,1315,22,1615,77%,1%,15%,2%,4%,21%
CEMETERY RD (AWHITU),POLLOK WHARF RD (SPEED RESTRICT),GIVEN RD,E1743991  N5887382,Both,2019/2/19,100,104,132,98,15,800,21,915,15,1615,83%,8%,7%,1%,1%,8%
CHARLES RD,GLENBROOK RD,ERNEST GEORGE DR,E1766175  N5887546,Both,2019/2/6,1496,1341,1028,875,189,800,114,915,155,1615,85%,3%,10%,1%,1%,12%
CHARLES RD,STAN WRIGHT RD,GALLOWAY RD,E1764770  N5890717,Both,2019/2/6,1144,1033,794,712,147,800,84,915,118,1615,87%,3%,9%,0%,1%,11%
CLARKS BEACH RD,FARLEY RD,WHARF RD (POWERPOLE RHS),E1753659  N5888532,Both,2019/2/8,3206,3130,2833,3048,260,800,313,915,311,1615,87%,2%,9%,0%,0%,10%
COLLINGWOOD RD,KITCHENER RD,HYLAND PL,E1755063  N5876837,Both,2019/2/9,8754,8087,6750,6090,697,800,566,915,797,1615,89%,2%,8%,0%,1%,9%
COLOMBO RD,WAIUKU RD,WIDTH CHANGE (END K&C LHS),E1755207  N5875874,Both,2019/2/20,4280,3996,3415,3157,333,800,337,915,452,1615,90%,2%,7%,0%,0%,8%
CONSTABLE RD (WAIUKU),KINGCONSTABLE RAB,LEONARD ST,E1753263  N5876124,Both,2019/2/15,6679,6257,5622,4780,645,800,534,915,701,1615,93%,1%,5%,0%,0%,6%
CRISPE RD,TORKAR RD,END,E1751885  N5888852,Both,2019/2/8,207,214,216,249,25,800,27,1045,35,1615,90%,1%,8%,0%,0%,8%
AWHITU RD,END K&C (LHS),HATTON RD,E1743806  N5891700,Both,2019/2/19,963,960,920,989,100,,112,,125,,87%,4%,8%,0%,0%,9%
AWHITU RD,TAURANGARURU RD,MARAE O REHIA RD,E1751654  N5877080,Both,2019/2/15,4618,4454,4338,3750,447,,379,,400,,92%,3%,5%,0%,0%,5%
BATTY RD,HAWTHORNE LANE,BUNGARD RD,E1763457  N5888263,Both,2019/2/6,592,540,435,387,63,,53,,80,,84%,3%,12%,1%,0%,13%
BROOKSIDE RD,URBAN RURAL,REG BENNETT RD,E1755092  N5881219,Both,2019/2/8,2317,1994,1516,855,309,,184,,234,,71%,2%,17%,5%,5%,27%
G.IRWIN RD,MANUKAU HEADS RD (SIGN RHS),END (GATE),E1739281  N5895666,Both,2019/2/19,15,14,11,10,3,730,6,1030,6,1515,79%,5%,10%,0%,0%,10%
GLEESON RD,AWHITU RD,KOHEKOHE-KARIOITAHI RD,E1748772  N5881994,Both,2019/2/15,240,231,220,195,31,730,22,930,26,1515,89%,2%,8%,0%,0%,8%
GLENBROOK BEACH RD,BROOKSIDE RD (CULVERT RHS),BEACH RD,E1754213  N5881970,Both,2019/2/8,1425,1362,1320,1094,129,730,127,930,133,1515,85%,3%,11%,0%,0%,12%
GLENBROOK RD,END PASSING LANE (POWERPOLE RHS),GEARON RD,E1757570  N5883095,Both,2019/2/8,10040,9228,7723,6675,870,730,692,930,929,1515,89%,3%,6%,1%,1%,8%
GLENBROOK RD,KLIPSCH RD,SPEEDY RD,E1758424  N5883999,Both,2019/2/8,10490,9653,8124,6999,892,730,707,930,964,1515,84%,2%,11%,1%,2%,14%
GLENBROOK RD,SH 22,CHARLES RD,E1766499  N5887593,Both,2019/2/9,8721,8327,8149,6536,774,730,663,930,858,1515,89%,3%,6%,1%,1%,9%
GLENBROOK-WAIUKU RD,BROOKSIDE RD (LIGHTPOLE LHS),SPEED DERESTRICTION,E1755664  N5881115,Both,2019/2/8,8671,8040,6772,6154,670,730,608,930,829,1515,86%,2%,11%,1%,0%,12%
GLENBROOK-WAIUKU RD,END PASSING LANE (POWERPOLE LHS),PUKEOWARE RD,E1755209  N5878388,Both,2019/2/9,8599,7855,6325,5665,692,730,583,930,803,1515,88%,3%,8%,1%,0%,9%
GLENBROOK RD,GLENBROOK KINGSEAT RAB,PEARSON RD,E1760063  N5884867,Both,2019/2/8,10689,9840,8321,7116,920,,728,,1008,,87%,2%,8%,1%,1%,10%
GLENBROOK RD,GLENBROOK STATION RD,WIDTH CHANGE (START ISLAND RHS),E1756132  N5882061,Both,2019/2/8,10936,10025,8371,7123,963,,727,,1005,,89%,2%,6%,1%,2%,9%
HAMILTON RD (AWHITU),END OF SEAL,START OF SEAL,E1739657  N5891766,Both,2019/2/19,46,44,36,46,9,630,14,,9,1600,80%,6%,9%,5%,0%,14%
HAMLIN RD (AWHITU),LEES GULLY RD,J.RENALL RD,E1745677  N5886294,Both,2019/2/19,16,15,13,12,3,730,6,1030,6,1515,81%,6%,11%,1%,0%,12%
IRWIN RD,KINGSEAT RD,RYAN RD,E1760429  N5886359,Both,2019/2/8,254,239,221,184,28,730,29,1115,31,1515,83%,2%,13%,1%,0%,14%
J.RENALL RD,AWHITU RD,HAMLIN RD (POWERPOLE RHS),E1743497  N5884881,Both,2019/2/19,38,36,40,21,8,615,8,1100,6,1515,79%,4%,16%,0%,0%,16%
KARAKA NORTH RD,LINWOOD RD,CATO PEART RD,E1767782  N5893356,Both,2019/2/6,615,562,461,400,55,615,73,1100,83,1515,83%,2%,11%,2%,2%,15%
KIDD RD (KARAKA),LINWOOD RD,SPEED DERESTRICTION,E1762865  N5891035,Both,2019/2/6,995,925,759,743,108,615,80,1100,97,1515,82%,3%,14%,1%,1%,15%
KING ST (WAIUKU),EDGEWATER PDE,SANDSPIT RD,E1752848  N5876445,Both,2019/2/15,9337,8764,7937,6725,895,615,692,1100,861,1515,93%,2%,4%,0%,0%,4%
KINGSEAT RD,PEARSON RD,GLENBROOK KINGSEAT RAB,E1760447  N5884707,Both,2019/2/8,2984,2791,2600,2017,285,615,271,1100,296,1515,87%,3%,8%,1%,1%,9%
KINGSEAT RD,WAIAU PA RD,SYDNEY OWEN RD,E1759612  N5887236,Both,2019/2/6,4452,4116,3429,3118,501,615,326,1100,426,1515,88%,3%,8%,0%,1%,10%
HULL RD (WAIUKU),SPEED DERESTRICTION,TOWERS RD (CITY BOUNDARY),E1754153  N5874488,Both,2019/2/20,624,580,523,416,67,,59,,77,,86%,3%,9%,0%,2%,11%
KINGSEAT RD,GLENBROOK KINGSEAT RAB,IRWIN RD,E1760239  N5885346,Both,2019/2/8,6500,5966,4893,4370,580,,459,,609,,88%,3%,7%,1%,1%,9%
KITCHENER RD (WAIUKU),COLLINGWOOD RD (AT TEE),HAMILTON DR (ISLAND),E1754288  N5876396,Both,2019/2/15,14750,13786,12344,10407,1175,,1101,,1359,,90%,2%,8%,0%,0%,8%
KITCHENER RD (WAIUKU),KING ST,QUEEN ST,E1753536  N5876034,Both,2019/2/15,7658,7155,6500,5290,634,,637,,721,,95%,1%,3%,1%,0%,4%
LAING RD,LINWOOD RD,BRYANT RD (SIGN),E1764319  N5891751,Both,2019/2/6,272,245,186,172,34,645,31,1145,34,,83%,3%,11%,3%,1%,14%
LINWOOD RD,SPEED DERESTRICTION,WALTERS RD,E1769334  N5893401,Both,2019/2/6,12569,11585,9473,8777,1465,645,867,1145,1133,,87%,2%,11%,0%,0%,11%
KOHEKOHE-KARIOITAHI RD,CORONATION RD,BOUNDARY RD (STRAINER POST RHS),E1747628  N5878158,Both,2019/2/15,64,58,47,39,10,645,9,1115,10,,73%,3%,19%,3%,3%,24%
LINWOOD RD,BLACKBRIDGE RD,BRIDGE (1ST ABUTMENT),E1766268  N5892274,Both,2019/2/6,8199,7567,6266,5713,905,645,551,1115,840,,90%,2%,7%,0%,0%,7%
LINWOOD RD,SPEED DERESTRICTION,SPEED RESTRICTION,E1760890  N5889968,Both,2019/2/6,6523,6083,5214,4747,700,645,455,1115,677,,87%,2%,10%,0%,0%,10%
MANUKAU HEADS RD,AWHITU CENTRAL RD,HAMILTON RD SLIP (SIDE CULVERT RHS),E1740747  N5893438,Both,2019/2/19,227,240,255,287,20,,44,,41,,85%,5%,8%,1%,1%,10%
MATAKAWAU RD,WIDTH CHANGE,SPEED DERESTRICTION,E1743726  N5891349,Both,2019/2/19,288,282,273,256,32,,33,1215,31,,89%,4%,7%,1%,0%,8%
MAUKU RD,KINGSEAT RD,WIDTH CHANGE (END K&C LHS),E1761985  N5882498,Both,2019/2/9,2010,1896,1763,1462,193,,199,1215,218,,83%,2%,12%,1%,1%,14%
MCKENZIE RD (KINGSEAT),KINGSEAT RD RAB,WRIGHT RD,E1757771  N5889118,Both,2019/2/6,3223,3066,2720,2628,298,,253,1215,310,,89%,3%,8%,0%,0%,8%
MISSION BUSH RD,WILLIAMS RD,STEEL MILL ENTRANCE,E1754230  N5880108,Both,2019/2/9,2343,1946,1020,891,342,,144,1215,273,,91%,1%,5%,1%,1%,7%
MORLEY RD,RAIL CROSSING,GLENBROOK-WAIUKU RD,E1755340  N5879278,Both,2019/2/9,808,686,421,342,120,,49,1215,100,,90%,2%,7%,0%,0%,8%
MUIR RD (KARAKA),BLACKBRIDGE RD,LEWIS RD,E1767993  N5890737,Both,2019/2/6,560,535,514,432,72,,51,1215,61,,85%,2%,11%,0%,0%,12%
ORUA BAY RD,GRAHAMS BEACH RD,BOILER GULLY RD,E1743334  N5896485,Both,2019/2/19,202,218,271,247,19,900,35,1245,36,,88%,4%,7%,1%,0%,8%
OSTRICH RD,EGGLETON RD,CUFF RD,E1763718  N5884717,Both,2019/2/9,1930,1752,1486,1128,216,900,133,1245,191,,86%,2%,11%,1%,1%,12%
OSTRICH RD,GLENBROOK RD,OSTRICH FARM RD,E1765049  N5886167,Both,2019/2/9,2131,1934,1603,1279,236,900,132,1245,222,,88%,2%,8%,1%,1%,9%
PERCY MILLEN DR,WAIAU PA RD,END,E1755883  N5887172,Both,2019/2/8,208,195,165,161,21,,19,,25,,88%,5%,6%,1%,0%,6%
POLLOK WHARF RD,AWHITU RD,SPEED DERESTRICTION (CEMETERY RD),E1743857  N5888385,Both,2019/2/19,115,112,128,79,19,900,19,,15,,79%,5%,9%,2%,1%,12%
PUKAKI RD,MASSEY RD,REWARD PL,E1760776  N5905910,Both,2019/3/5,3025,2934,2774,2643,279,900,224,,257,,94%,1%,4%,1%,0%,5%
QUINN RD,MARTYN WRIGHT RD,GEARON RD,E1758361  N5881998,Both,2019/2/8,287,265,187,229,33,900,29,1115,34,,91%,2%,7%,1%,0%,7%
REID RD (GLENBROOK),MCKINNEY RD,SMALLEY RD,E1756419  N5883079,Both,2019/2/8,348,326,280,261,36,900,36,1300,39,,82%,2%,14%,0%,1%,15%
SEAGROVE RD (WAIAU PA),CHURCH VIEW RD,WRIGHT RD,E1743683  N5891579,Both,2019/2/6,440,421,366,381,51,900,48,1300,46,1515,84%,4%,10%,1%,0%,11%
TAURANGARURU RD,URBAN RURAL,REWAREWA RD,E1751694  N5876846,Both,2019/2/15,582,525,409,359,67,900,54,1300,61,1515,89%,4%,5%,1%,0%,6%
TE TORO RD,WESTHEAD RD,COOPER RD,E1748760  N5884286,Both,2019/2/15,601,588,582,529,61,900,51,1300,80,1515,86%,6%,7%,0%,1%,8%
TRAM GULLY RD,AWHITU CENTRAL RD,ORUA BAY RD,E1744172  N5895476,Both,2019/2/19,509,513,490,554,44,900,76,1300,63,1515,89%,5%,5%,1%,1%,6%
URQUHART RD,LAING RD,AULYN DR,E1764565  N5893796,Both,2019/2/6,376,317,182,159,52,900,51,1300,51,1630,86%,3%,10%,1%,0%,10%
URQUHART RD,LINWOOD RD,LAING RD,E1765201  N5893317,Both,2019/2/6,550,481,361,255,70,900,57,1300,71,1630,81%,3%,13%,1%,1%,15%
WAIUKU RD,BALDHILL RD,MASTERS RD,E1756273  N5875954,Both,2019/2/20,6330,5921,5321,4478,590,900,549,1300,628,1630,89%,2%,9%,0%,0%,9%
WRIGHT RD (KINGSEAT),MCKENZIE RD,MATHESON WAY,E1757628  N5889931,Both,2019/2/6,349,338,345,275,37,900,34,1230,38,1630,85%,2%,10%,0%,0%,11%
WOODHOUSE RD,SPEED DERESTRICTION (END K&C RHS),HUNTER RD,E1762857  N5883528,Both,2019/2/9,2200,2000,1695,1305,228,,161,,214,,81%,1%,16%,1%,1%,18%
ALBERT RD (DEVONPORT),VICTORIA RD,LAKE RD,E1760303  N5923002,Both,2019/2/8,16454,15884,15107,13814,1237,,1288,,1372,,95%,0%,2%,1%,0%,3%
CONSTABLE RD (MURIWAI),TAIAPA RD,GATE,E1729047  N5921653,Both,2019/2/7,398,389,392,338,45,,50,,82,,91%,1%,2%,2%,1%,5%
ESMONDE RD,BURNS AVE,START OF CENTRE MEDIAN,E1758011  N5926368,Both,2019/1/30,37090,36090,34849,32331,2302,,2771,,2908,,87%,2%,2%,4%,1%,7%
GARFIELD RD (HVILLE),PURIRI ST,HAND RD,E1729968  N5939331,Both,2019/2/2,2090,1958,1748,1509,221,,185,,248,,90%,2%,4%,1%,0%,5%
GLAMORGAN DR,GEOFFREY RD,WEATHERLY RD,E1754997  N5936708,Both,2019/2/13,4290,4096,3774,3448,449,,324,,418,,93%,1%,3%,2%,0%,5%
HAMILTON RD (WAIMAUKU),MURIWAI RD,WIDTH CHANGE,E1731170  N5926762,Both,2019/2/7,293,289,276,281,31,,37,1315,33,,86%,5%,5%,2%,0%,7%
LAKE RD (DEVONPORT),BRACKEN AVE,BYRON AVE,E1758214  N5926926,Both,2019/2/9,15506,14721,12838,12681,1412,,1075,1315,1310,,93%,0%,2%,2%,0%,4%
LAKE RD (DEVONPORT) - NORTH BOUND LANE,NAPIER RD,ESMONDE RD,E1758483  N5926498,Both,2019/2/8,19472,18901,18119,16829,1602,,1459,1315,1517,,90%,2%,2%,3%,1%,6%
LAKE RD (DEVONPORT) - SOUTH BOUND LANE,NAPIER RD,ESMONDE RD,E1758483  N5926498,Both,2019/1/30,18478,18010,17538,16144,1190,,1380,1315,1608,,86%,2%,2%,4%,1%,7%
SADDLEBACK RISE,SUNRISE AVE,SADDLEBACK RISE ACWAY SOUTH,E1755523  N5933245,Both,2019/2/13,3578,3384,3089,2708,386,,266,1315,338,,97%,0%,1%,0%,0%,1%
TAHA RD,FLETCHER RD,MURIWAI RD,E1732251  N5928557,Both,2019/2/7,1106,1032,804,893,161,,126,1315,125,,92%,3%,4%,1%,0%,5%
TAIAPA RD,END OF SEAL,START OF SEAL,E1730529  N5923530,Both,2019/2/7,345,345,349,341,41,,38,1330,41,,90%,2%,6%,1%,0%,7%
VICTORIA RD (DEVONPORT),CALLIOPE RD,HASTINGS PDE,E1760238  N5922758,Both,2019/2/8,16130,15547,14715,13464,1187,,1249,1330,1312,,94%,0%,3%,1%,0%,3%
VICTORIA RD (DEVONPORT),WHARF,CLARENCE ST,E1760300  N5922363,Both,2019/2/8,7320,7203,7165,6656,469,,622,1330,611,,89%,0%,6%,1%,0%,7%
GRANDE VUE RD (MANUREWA),MOTORWAY ONRAMP (END ISLAND LHS),HILL RD,E1769462  N5901838,Both,2016/5/5,17898,17580,17770,15795,1460,,1393,,1279,,90%,1%,8%,0%,0%,9%
GRANDE VUE RD (MANUREWA),MOTORWAY ONRAMP (END ISLAND LHS),HILL RD,E1769462  N5901838,Both,2017/5/4,18810,18014,17674,14374,1572,,1369,,1343,,91%,1%,7%,1%,0%,8%
GRANDE VUE RD (MANUREWA),MOTORWAY ONRAMP (END ISLAND LHS),HILL RD,E1769462  N5901838,Both,2018/8/24,19563,18888,18598,15802,1598,,1440,,1410,,89%,1%,9%,1%,0%,10%
GRANDE VUE RD (MANUREWA),MOTORWAY ONRAMP (END ISLAND LHS),HILL RD,E1769462  N5901838,Both,2018/3/21,19791,19172,18332,16913,1529,,1419,,1379,,93%,1%,5%,1%,0%,6%
ONEHUNGA MALL 266 to 464 m,CLARKE RD,BROOKFIELD AVE,E1758913  N5913421,Both,2019/2/19,9541,8975,7928,7194,832,,780,,947,,96%,0%,2%,1%,0%,3%
ONEHUNGA MALL 829 to 1120 m,TRAFALGAR ST,GREY ST,E1758966  N5912821,Both,2019/2/19,12563,12126,11858,10212,869,,1120,,1069,,94%,0%,3%,2%,0%,5%
SELWYN ST 321 to 612 m,TRAFALGAR ST,GREY ST,E1758765  N5912803,Both,2019/2/19,6012,5525,4830,3787,592,,525,,507,,97%,0%,2%,1%,0%,2%
SELWYN ST 857 to 998 m,ARTHUR ST,WAIAPU LANE,E1758806  N5912345,Both,2019/2/19,10161,9314,8003,6391,912,,882,,949,,93%,0%,3%,2%,0%,6%
APIRANA AVE 1873 to 2196 m,SALAMI TALAGI ST,PILKINGTON RD RAB,E1765491  N5916370,Both,2019/2/12,18192,17027,15246,12983,1479,,1273,,1505,,95%,0%,3%,1%,0%,4%
APIRANA AVE 613 to 1231 m,EASTVIEW RD,OMARU LANE,E1765221  N5917434,Both,2019/2/12,20227,19453,18314,16724,1491,,1566,,1531,,94%,0%,2%,2%,0%,5%
ARANUI RD 540 to 955 m,RUAWAI RD,WHITFORD AVE,E1763079  N5912933,Both,2019/2/12,4929,4347,3114,2672,474,,373,,664,,90%,0%,8%,1%,0%,9%
ARTHUR ST (ONEHUNGA) 1411 to 1654 m,QUADRANT RD (LHS),NORMANS HILL RD,E1758854  N5912420,Both,2019/2/7,1632,1430,1013,833,244,,126,,252,,96%,0%,2%,0%,0%,2%
ARTHUR ST (ONEHUNGA) 878 to 1014 m,GERRARD BEESON PL,SELWYN ST,E1758854  N5912420,Both,2019/2/7,5464,4908,3870,3168,573,,406,,655,,93%,0%,3%,3%,0%,6%
BARRACK RD 780 to 925 m,MCCRACKEN RD,BOAKES RD,E1763628  N5914271,Both,2019/2/7,8222,7659,6833,5665,750,,612,,899,,96%,0%,3%,0%,0%,3%
CAMPBELL RD (GREENLANE) 124 to 385 m,WIDTH CHANGE (HYDRANT LHS),RONGO RD,E1758462  N5913548,Both,2019/2/7,14199,13599,12527,11672,1132,,1095,,1208,,96%,0%,2%,0%,0%,3%
CAMPBELL RD (GREENLANE) 2266 to 2372 m,TE KAWA RD,AUGUST PL,E1759957  N5914898,Both,2019/2/7,17128,16382,14912,14124,1329,,1309,,1508,,96%,0%,2%,1%,0%,2%
